overall_rating,pros_sentiment,cons_sentiment,pros_sentiment_score,cons_sentiment_score,overall_sentiment
3,Positive,Negative,0.2263,-0.4215,Negative
2,Neutral,Negative,0.0,-0.3818,Negative
4,Positive,Negative,0.25,-0.3612,Positive
4,Positive,Positive,0.8555,0.4939,Positive
4,Positive,Neutral,0.8591,0.0,Positive
1,Neutral,Positive,0.0,0.2864,Neutral
3,Positive,Negative,0.6249,-0.3612,Negative
3,Positive,Negative,0.2263,-0.6467,Negative
3,Neutral,Positive,0.0258,0.2263,Positive
4,Positive,Negative,0.8225,-0.5106,Positive
5,Positive,Negative,0.3804,-0.296,Positive
4,Positive,Neutral,0.3818,0.0,Positive
2,Positive,Negative,0.5423,-0.6486,Negative
4,Positive,Positive,0.4404,0.6249,Positive
4,Positive,Positive,0.6908,0.651,Positive
5,Positive,Neutral,0.6461,0.0,Positive
4,Positive,Neutral,0.3818,-0.0258,Positive
2,Positive,Negative,0.705,-0.6908,Negative
5,Positive,Neutral,0.4576,0.0,Positive
3,Positive,Positive,0.4404,0.1265,Positive
4,Positive,Positive,0.7178,0.4767,Positive
5,Positive,Positive,0.8519,0.5106,Positive
4,Positive,Negative,0.7845,-0.6597,Positive
4,Positive,Neutral,0.8481,0.0,Positive
4,Positive,Negative,0.8442,-0.4588,Positive
5,Positive,Negative,0.926,-0.296,Positive
4,Positive,Positive,0.994,0.5199,Positive
4,Neutral,Negative,0.0,-0.296,Negative
4,Positive,Negative,0.6908,-0.4767,Positive
5,Positive,Negative,0.9468,-0.3612,Positive
4,Positive,Negative,0.5423,-0.3182,Positive
2,Positive,Negative,0.8402,-0.9217,Negative
4,Positive,Neutral,0.8689,0.0,Positive
3,Positive,Neutral,0.3612,0.0,Positive
4,Positive,Negative,0.6705,-0.1179,Positive
4,Positive,Negative,0.7717,-0.3557,Positive
3,Positive,Negative,0.5859,-0.1027,Positive
3,Positive,Negative,0.9062,-0.9081,Negative
4,Positive,Neutral,0.4404,0.0,Positive
5,Positive,Positive,0.4215,0.3182,Positive
2,Positive,Positive,0.1779,0.128,Positive
4,Positive,Positive,0.8947,0.4218,Positive
5,Positive,Positive,0.9201,0.8316,Positive
5,Positive,Positive,0.5719,0.4919,Positive
4,Positive,Negative,0.9349,-0.1967,Positive
3,Positive,Negative,0.5859,-0.8555,Negative
3,Positive,Positive,0.9325,0.9813,Positive
5,Positive,Neutral,0.743,0.0,Positive
4,Positive,Positive,0.8176,0.296,Positive
3,Positive,Negative,0.8271,-0.0772,Positive
3,Positive,Neutral,0.8957,0.0,Positive
5,Positive,Positive,0.6486,0.5423,Positive
5,Negative,Negative,-0.2023,-0.5093,Positive
5,Positive,Negative,0.7906,-0.4629,Positive
3,Positive,Negative,0.4404,-0.5423,Negative
3,Positive,Negative,0.7906,-0.5346,Positive
2,Negative,Negative,-0.1027,-0.8271,Negative
1,Positive,Positive,0.4404,0.2263,Positive
5,Neutral,Negative,0.0,-0.1531,Positive
5,Positive,Neutral,0.765,0.0,Positive
5,Positive,Neutral,0.9791,0.0,Positive
4,Positive,Negative,0.4939,-0.6597,Positive
3,Positive,Positive,0.5842,0.7184,Positive
3,Positive,Positive,0.8481,0.2235,Positive
3,Positive,Negative,0.3818,-0.6144,Positive
5,Positive,Negative,0.7351,-0.2263,Positive
4,Positive,Positive,0.5859,0.3832,Positive
4,Positive,Positive,0.797,0.5984,Positive
3,Positive,Negative,0.8126,-0.8203,Neutral
2,Positive,Negative,0.8074,-0.6227,Negative
3,Negative,Negative,-0.5583,-0.296,Negative
3,Positive,Positive,0.7682,0.3687,Positive
1,Negative,Negative,-0.3515,-0.9591,Negative
5,Positive,Neutral,0.4927,0.0,Positive
4,Positive,Neutral,0.8553,0.0,Positive
4,Positive,Negative,0.8588,-0.6377,Positive
5,Positive,Neutral,0.7579,0.0,Positive
3,Neutral,Negative,0.0,-0.7293,Negative
2,Positive,Positive,0.8671,0.94,Positive
4,Positive,Negative,0.8481,-0.3597,Positive
3,Positive,Negative,0.8026,-0.5183,Positive
5,Positive,Neutral,0.7003,0.0,Positive
4,Positive,Neutral,0.2023,0.0,Positive
4,Positive,Positive,0.7351,0.0772,Positive
5,Positive,Neutral,0.8934,0.0,Positive
4,Positive,Neutral,0.8658,0.0,Positive
3,Positive,Negative,0.656,-0.296,Positive
5,Positive,Neutral,0.8481,0.0,Positive
1,Positive,Negative,0.4404,-0.1366,Positive
5,Positive,Positive,0.7579,0.1779,Positive
2,Positive,Positive,0.5859,0.7574,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
2,Positive,Negative,0.25,-0.4019,Positive
3,Positive,Negative,0.7713,-0.4404,Positive
3,Positive,Negative,0.4404,-0.5799,Negative
3,Positive,Negative,0.872,-0.6486,Positive
3,Positive,Negative,0.8591,-0.5267,Positive
3,Positive,Negative,0.4404,-0.2732,Positive
4,Positive,Negative,0.7351,-0.2924,Positive
1,Positive,Negative,0.4215,-0.671,Negative
4,Neutral,Positive,0.0,0.4404,Positive
2,Positive,Negative,0.6249,-0.2944,Positive
1,Negative,Negative,-0.1027,-0.9134,Negative
5,Positive,Positive,0.9311,0.6597,Positive
5,Positive,Positive,0.8481,0.6249,Positive
4,Positive,Negative,0.6901,-0.2732,Positive
4,Neutral,Negative,0.0,-0.5216,Negative
5,Positive,Neutral,0.7096,0.0,Positive
3,Positive,Positive,0.5719,0.0571,Positive
4,Positive,Positive,0.8316,0.6249,Positive
5,Positive,Negative,0.9501,-0.4019,Positive
5,Positive,Neutral,0.8126,0.0,Positive
5,Positive,Positive,0.6249,0.4404,Positive
3,Positive,Negative,0.7845,-0.3182,Positive
5,Neutral,Negative,0.0,-0.3182,Positive
3,Positive,Negative,0.7906,-0.296,Positive
2,Positive,Neutral,0.6249,-0.0284,Positive
5,Positive,Negative,0.7619,-0.2755,Positive
4,Positive,Positive,0.9022,0.8847,Positive
4,Positive,Neutral,0.6808,0.0,Positive
5,Positive,Negative,0.8689,-0.2998,Positive
3,Positive,Negative,0.7351,-0.2732,Positive
5,Positive,Neutral,0.4404,0.0,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
3,Positive,Negative,0.5106,-0.4023,Positive
5,Positive,Positive,0.9231,0.765,Positive
5,Positive,Positive,0.7397,0.1779,Positive
5,Positive,Negative,0.6697,-0.1027,Positive
1,Negative,Negative,-0.6801,-0.4348,Negative
5,Positive,Neutral,0.7717,0.0,Positive
4,Positive,Negative,0.2263,-0.8395,Negative
4,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Neutral,0.9022,0.0,Positive
4,Positive,Negative,0.4404,-0.3612,Positive
5,Positive,Positive,0.7579,0.6486,Positive
4,Positive,Positive,0.3612,0.1779,Positive
5,Positive,Neutral,0.2944,0.0,Positive
3,Positive,Neutral,0.3818,0.0,Positive
5,Positive,Positive,0.8917,0.3612,Positive
4,Positive,Negative,0.6369,-0.1511,Positive
1,Neutral,Negative,0.0,-0.8957,Negative
4,Positive,Positive,0.6908,0.3818,Positive
5,Positive,Positive,0.9643,0.2263,Positive
5,Positive,Negative,0.6808,-0.296,Positive
3,Positive,Negative,0.7096,-0.5106,Positive
5,Positive,Positive,0.9134,0.1494,Positive
4,Neutral,Positive,0.0,0.125,Positive
4,Positive,Neutral,0.6486,0.0,Positive
1,Positive,Negative,0.34,-0.8949,Negative
4,Positive,Neutral,0.8126,0.0,Positive
5,Positive,Negative,0.4199,-0.7579,Positive
5,Positive,Negative,0.7964,-0.4391,Positive
4,Positive,Negative,0.3064,-0.2732,Negative
4,Positive,Neutral,0.6705,0.0,Positive
1,Positive,Negative,0.8197,-0.3818,Positive
2,Positive,Negative,0.886,-0.829,Negative
1,Positive,Neutral,0.5106,-0.0,Positive
4,Positive,Negative,0.6249,-0.2263,Positive
4,Positive,Negative,0.6597,-0.4767,Positive
5,Positive,Negative,0.4404,-0.296,Positive
5,Positive,Negative,0.6369,-0.3566,Positive
5,Positive,Negative,0.4404,-0.7382,Negative
3,Positive,Negative,0.4927,-0.6983,Positive
5,Positive,Positive,0.9438,0.9663,Positive
5,Positive,Negative,0.9558,-0.126,Positive
5,Positive,Positive,0.9278,0.395,Positive
4,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Negative,0.7003,-0.7827,Positive
4,Positive,Neutral,0.2263,0.0,Positive
3,Positive,Negative,0.8251,-0.5296,Positive
4,Positive,Negative,0.4404,-0.2187,Positive
3,Positive,Negative,0.8805,-0.3291,Positive
3,Positive,Negative,0.4215,-0.1027,Positive
4,Positive,Negative,0.9129,-0.727,Positive
1,Positive,Negative,0.7579,-0.6705,Negative
4,Positive,Negative,0.6369,-0.3182,Positive
4,Positive,Negative,0.5859,-0.4019,Positive
4,Positive,Neutral,0.7269,0.0,Positive
5,Positive,Positive,0.4391,0.4469,Positive
5,Positive,Positive,0.3818,0.2247,Positive
4,Positive,Negative,0.5995,-0.3412,Positive
4,Positive,Negative,0.9136,-0.6771,Positive
2,Positive,Positive,0.5719,0.4522,Positive
3,Neutral,Negative,0.0,-0.7351,Negative
5,Positive,Neutral,0.9153,0.0,Positive
5,Positive,Positive,0.68,0.4767,Positive
1,Positive,Neutral,0.5859,0.0,Positive
2,Positive,Neutral,0.4215,0.0,Positive
1,Positive,Negative,0.8591,-0.347,Positive
4,Positive,Neutral,0.7906,0.0,Positive
4,Positive,Positive,0.7717,0.296,Positive
5,Positive,Positive,0.5994,0.431,Positive
4,Positive,Neutral,0.8885,0.0,Positive
3,Positive,Neutral,0.296,0.0,Positive
3,Positive,Negative,0.765,-0.9096,Negative
5,Positive,Neutral,0.4019,0.0,Positive
4,Positive,Positive,0.6249,0.1531,Positive
3,Positive,Positive,0.7269,0.25,Positive
4,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Positive,0.4404,0.4215,Positive
3,Neutral,Negative,0.0,-0.6808,Negative
4,Positive,Negative,0.8126,-0.1027,Positive
5,Positive,Positive,0.9468,0.5429,Positive
4,Positive,Negative,0.8126,-0.5136,Positive
2,Negative,Negative,-0.296,-0.3089,Negative
3,Positive,Negative,0.6369,-0.5859,Positive
2,Positive,Negative,0.3182,-0.8264,Negative
4,Positive,Positive,0.9246,0.3818,Positive
5,Positive,Negative,0.4404,-0.3612,Positive
5,Positive,Negative,0.2732,-0.3612,Negative
4,Positive,Negative,0.6249,-0.128,Positive
2,Positive,Negative,0.7906,-0.4721,Positive
4,Positive,Neutral,0.6249,0.0,Positive
1,Neutral,Negative,0.0,-0.5256,Negative
3,Positive,Negative,0.9001,-0.6908,Positive
3,Positive,Positive,0.5859,0.1531,Positive
5,Positive,Negative,0.6705,-0.5106,Positive
5,Positive,Positive,0.8519,0.3818,Positive
4,Positive,Negative,0.8955,-0.2584,Positive
2,Positive,Negative,0.865,-0.4939,Positive
1,Positive,Positive,0.2846,0.6297,Positive
4,Positive,Positive,0.8858,0.5525,Positive
3,Positive,Negative,0.7871,-0.2732,Positive
5,Positive,Negative,0.6808,-0.7003,Positive
1,Neutral,Negative,0.0,-0.3875,Negative
3,Positive,Negative,0.9299,-0.8879,Positive
4,Positive,Neutral,0.3167,0.0,Positive
5,Positive,Positive,0.7717,0.4019,Positive
3,Positive,Neutral,0.6908,0.0,Positive
5,Positive,Negative,0.9501,-0.7522,Positive
5,Positive,Neutral,0.4215,0.0,Positive
2,Positive,Positive,0.9893,0.8201,Positive
5,Positive,Negative,0.8126,-0.296,Positive
5,Positive,Neutral,0.6705,0.0,Positive
4,Positive,Negative,0.9212,-0.296,Positive
5,Positive,Negative,0.7906,-0.5352,Positive
4,Positive,Neutral,0.8885,0.0,Positive
5,Positive,Negative,0.6808,-0.296,Positive
2,Positive,Negative,0.6239,-0.9219,Negative
5,Positive,Positive,0.8999,0.1779,Positive
4,Positive,Negative,0.4404,-0.5472,Positive
4,Positive,Positive,0.6249,0.4019,Positive
5,Positive,Positive,0.8979,0.3612,Positive
5,Negative,Negative,-0.1027,-0.3446,Neutral
4,Neutral,Neutral,0.0,0.0,Positive
3,Neutral,Negative,0.0258,-0.2755,Negative
4,Positive,Negative,0.4927,-0.4767,Neutral
4,Positive,Neutral,0.8176,0.0,Positive
3,Neutral,Negative,0.0,-0.1847,Negative
3,Neutral,Neutral,0.0,0.0,Neutral
5,Positive,Neutral,0.8402,0.0,Positive
5,Positive,Positive,0.9356,0.864,Positive
4,Positive,Positive,0.6808,0.1027,Positive
2,Positive,Neutral,0.8481,0.0,Positive
3,Positive,Negative,0.9729,-0.3582,Positive
3,Positive,Negative,0.7841,-0.2263,Positive
4,Positive,Positive,0.2944,0.7089,Positive
3,Positive,Positive,0.4404,0.4404,Positive
5,Positive,Positive,0.8442,0.8074,Positive
4,Positive,Negative,0.93,-0.4023,Positive
4,Positive,Negative,0.7579,-0.2732,Positive
5,Neutral,Neutral,0.0,0.0,Positive
3,Positive,Negative,0.875,-0.2023,Positive
4,Positive,Neutral,0.7269,0.0,Positive
3,Positive,Negative,0.4404,-0.2263,Negative
4,Positive,Negative,0.8316,-0.34,Positive
3,Positive,Positive,0.4215,0.5267,Positive
4,Positive,Positive,0.975,0.2732,Positive
4,Positive,Negative,0.374,-0.296,Positive
4,Positive,Negative,0.7717,-0.2411,Positive
4,Positive,Neutral,0.743,0.0,Positive
4,Neutral,Negative,0.0,-0.3713,Negative
5,Positive,Positive,0.5106,0.5106,Positive
3,Negative,Positive,-0.1027,0.1779,Positive
3,Positive,Negative,0.4404,-0.2924,Positive
5,Positive,Neutral,0.8689,0.0,Positive
4,Positive,Neutral,0.7269,0.0,Positive
5,Positive,Negative,0.2263,-0.5239,Positive
4,Positive,Negative,0.6249,-0.296,Positive
3,Positive,Neutral,0.8481,0.0185,Positive
4,Positive,Neutral,0.9231,0.0,Positive
2,Positive,Negative,0.7184,-0.4404,Positive
5,Positive,Negative,0.8402,-0.2263,Positive
4,Positive,Negative,0.8658,-0.3612,Positive
4,Positive,Negative,0.8979,-0.2551,Positive
4,Positive,Positive,0.875,0.9042,Positive
2,Neutral,Positive,0.0,0.2023,Positive
4,Positive,Neutral,0.7351,0.0,Positive
2,Positive,Positive,0.6249,0.6705,Positive
3,Positive,Neutral,0.296,0.0,Positive
3,Positive,Negative,0.6808,-0.4939,Positive
4,Positive,Negative,0.875,-0.5423,Positive
5,Positive,Neutral,0.6249,0.0,Positive
3,Positive,Negative,0.5859,-0.1847,Positive
4,Positive,Neutral,0.886,0.0,Positive
5,Positive,Neutral,0.9204,0.0,Positive
3,Positive,Neutral,0.6369,0.0,Positive
5,Positive,Positive,0.6249,0.6249,Positive
4,Positive,Positive,0.6249,0.6369,Positive
1,Neutral,Negative,0.0,-0.7717,Negative
2,Negative,Positive,-0.743,0.2677,Negative
4,Positive,Neutral,0.4404,0.0,Positive
2,Positive,Negative,0.4404,-0.7439,Positive
4,Positive,Negative,0.9217,-0.8402,Positive
4,Positive,Negative,0.7906,-0.2177,Positive
5,Positive,Negative,0.8402,-0.3612,Positive
4,Positive,Negative,0.2263,-0.3818,Positive
4,Positive,Negative,0.5719,-0.3804,Positive
3,Neutral,Neutral,0.0,0.0,Negative
5,Positive,Positive,0.4404,0.296,Positive
4,Positive,Negative,0.7184,-0.2263,Positive
1,Positive,Positive,0.9201,0.7883,Positive
2,Positive,Positive,0.8834,0.25,Positive
1,Positive,Positive,0.4019,0.872,Positive
5,Positive,Negative,0.9719,-0.3595,Positive
5,Positive,Neutral,0.4404,0.0,Negative
3,Positive,Negative,0.3993,-0.0516,Positive
4,Positive,Neutral,0.8016,-0.0072,Positive
2,Positive,Neutral,0.4404,0.0,Negative
4,Positive,Neutral,0.7845,0.0,Positive
3,Positive,Negative,0.9337,-0.7424,Positive
3,Positive,Positive,0.9726,0.7269,Positive
5,Positive,Negative,0.8519,-0.5106,Positive
4,Positive,Negative,0.3818,-0.6597,Neutral
5,Positive,Neutral,0.4215,0.0,Positive
4,Positive,Neutral,0.6378,0.0,Positive
3,Positive,Negative,0.296,-0.7101,Negative
5,Positive,Neutral,0.8689,0.0,Positive
3,Positive,Negative,0.9563,-0.9364,Negative
4,Neutral,Negative,0.0,-0.4939,Neutral
5,Positive,Neutral,0.6249,0.0,Positive
5,Positive,Negative,0.973,-0.1027,Positive
3,Positive,Positive,0.8519,0.785,Positive
4,Positive,Negative,0.6249,-0.4767,Positive
5,Positive,Negative,0.8689,-0.4404,Positive
4,Neutral,Neutral,0.0,0.0,Neutral
5,Positive,Negative,0.2263,-0.3632,Positive
5,Positive,Positive,0.9782,0.9766,Positive
5,Positive,Negative,0.4019,-0.2263,Positive
3,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Neutral,0.6705,0.0,Positive
5,Positive,Negative,0.7906,-0.2263,Positive
1,Positive,Negative,0.4215,-0.8834,Negative
4,Positive,Positive,0.5423,0.0516,Positive
5,Positive,Positive,0.9477,0.1027,Positive
2,Positive,Negative,0.3182,-0.8952,Negative
4,Positive,Positive,0.4215,0.6369,Positive
2,Neutral,Negative,0.0,-0.4019,Negative
4,Positive,Positive,0.8519,0.4588,Positive
5,Positive,Negative,0.9413,-0.926,Positive
4,Positive,Neutral,0.624,0.0,Positive
5,Positive,Negative,0.3612,-0.3182,Positive
4,Positive,Positive,0.4588,0.5302,Positive
4,Positive,Negative,0.9803,-0.8308,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Neutral,0.2263,0.0,Positive
3,Positive,Neutral,0.3818,0.0,Positive
1,Positive,Negative,0.2263,-0.34,Negative
1,Positive,Negative,0.3818,-0.3818,Neutral
3,Positive,Negative,0.2263,-0.296,Negative
5,Neutral,Negative,0.0,-0.4019,Negative
5,Positive,Neutral,0.8176,0.0,Positive
5,Positive,Neutral,0.9451,0.0,Positive
5,Positive,Positive,0.7269,0.3612,Positive
4,Positive,Negative,0.7351,-0.5851,Positive
5,Positive,Neutral,0.4404,0.0,Positive
2,Positive,Negative,0.4215,-0.3875,Negative
5,Neutral,Positive,0.0,0.624,Positive
4,Positive,Neutral,0.9633,0.0,Positive
4,Positive,Positive,0.3818,0.3291,Positive
3,Positive,Neutral,0.3818,0.0,Positive
5,Positive,Neutral,0.7906,0.0,Positive
4,Positive,Positive,0.4404,0.3612,Positive
5,Positive,Negative,0.1769,-0.5423,Neutral
5,Positive,Positive,0.6369,0.8316,Positive
4,Positive,Negative,0.3535,-0.4023,Negative
1,Negative,Negative,-0.6249,-0.8122,Negative
2,Positive,Negative,0.5859,-0.6486,Negative
5,Positive,Negative,0.9517,-0.1027,Positive
2,Positive,Positive,0.7506,0.1796,Positive
4,Positive,Neutral,0.6124,0.0,Positive
4,Positive,Positive,0.9538,0.6597,Positive
3,Positive,Negative,0.6369,-0.2018,Positive
4,Neutral,Positive,0.0,0.5574,Positive
5,Positive,Neutral,0.8316,0.0,Positive
3,Positive,Negative,0.8481,-0.5,Positive
3,Neutral,Negative,0.0,-0.296,Negative
3,Positive,Negative,0.891,-0.6705,Positive
2,Positive,Negative,0.6059,-0.1531,Positive
4,Positive,Negative,0.6249,-0.3412,Positive
4,Positive,Neutral,0.7906,0.0,Positive
4,Positive,Neutral,0.4404,0.0,Positive
3,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Positive,0.743,0.7096,Positive
5,Positive,Neutral,0.7425,0.0,Positive
5,Positive,Neutral,0.7964,0.0,Positive
2,Positive,Positive,0.7269,0.128,Positive
4,Positive,Negative,0.9042,-0.296,Positive
5,Positive,Neutral,0.7184,0.0,Positive
3,Neutral,Negative,0.0,-0.5106,Negative
5,Positive,Neutral,0.9403,0.0,Positive
1,Negative,Positive,-0.0516,0.9027,Positive
4,Positive,Negative,0.93,-0.3818,Positive
3,Positive,Negative,0.6908,-0.2023,Positive
5,Positive,Negative,0.9274,-0.296,Positive
4,Positive,Neutral,0.7717,0.0,Positive
4,Positive,Negative,0.6969,-0.2263,Positive
5,Positive,Neutral,0.4215,0.0,Positive
2,Positive,Neutral,0.765,0.0,Positive
2,Positive,Negative,0.9861,-0.8587,Positive
5,Positive,Neutral,0.6881,0.0,Positive
4,Positive,Positive,0.9674,0.6275,Positive
4,Positive,Neutral,0.8271,0.0,Positive
1,Positive,Negative,0.5106,-0.4716,Positive
4,Positive,Negative,0.7269,-0.296,Positive
2,Positive,Negative,0.6808,-0.6353,Negative
5,Positive,Neutral,0.952,0.0,Positive
3,Positive,Neutral,0.7717,0.0,Positive
4,Positive,Negative,0.4404,-0.3612,Positive
4,Positive,Negative,0.6249,-0.2944,Positive
5,Positive,Positive,0.96,0.4404,Positive
4,Positive,Neutral,0.6249,0.0,Positive
3,Neutral,Negative,0.0,-0.34,Negative
4,Positive,Positive,0.946,0.3818,Positive
4,Positive,Neutral,0.6908,0.0,Positive
4,Positive,Neutral,0.3818,0.0,Positive
5,Positive,Neutral,0.9001,0.0,Positive
5,Positive,Negative,0.4939,-0.3412,Positive
5,Positive,Neutral,0.7717,0.0,Positive
4,Positive,Negative,0.7906,-0.6328,Positive
4,Positive,Neutral,0.2023,0.0,Positive
5,Positive,Negative,0.5994,-0.3612,Positive
3,Negative,Neutral,-0.1027,0.0,Negative
4,Positive,Negative,0.969,-0.5789,Positive
5,Positive,Negative,0.9545,-0.5661,Positive
2,Positive,Negative,0.1154,-0.4019,Negative
3,Positive,Negative,0.7184,-0.296,Positive
3,Positive,Negative,0.7269,-0.2732,Positive
3,Positive,Negative,0.3818,-0.5994,Negative
3,Positive,Negative,0.4404,-0.1326,Positive
5,Positive,Neutral,0.6369,0.0,Positive
3,Positive,Positive,0.8074,0.2484,Positive
5,Positive,Neutral,0.6249,0.0,Positive
5,Positive,Positive,0.4939,0.4215,Positive
3,Neutral,Neutral,0.0,0.0,Negative
5,Positive,Positive,0.6893,0.3818,Positive
4,Positive,Neutral,0.8581,-0.0276,Positive
4,Positive,Positive,0.7717,0.4516,Positive
5,Positive,Negative,0.3818,-0.296,Positive
3,Positive,Negative,0.6597,-0.3578,Positive
5,Positive,Positive,0.4215,0.4588,Positive
5,Positive,Positive,0.6369,0.1027,Positive
5,Positive,Positive,0.9062,0.0772,Positive
5,Positive,Positive,0.9673,0.2484,Positive
5,Positive,Neutral,0.8807,0.0,Positive
2,Positive,Positive,0.6249,0.3459,Positive
2,Positive,Negative,0.3818,-0.4767,Positive
5,Positive,Positive,0.7003,0.1012,Positive
4,Positive,Neutral,0.802,0.0,Positive
5,Positive,Positive,0.7717,0.1531,Positive
5,Positive,Negative,0.8658,-0.4404,Positive
4,Positive,Neutral,0.6249,0.0258,Positive
5,Neutral,Positive,0.0031,0.4404,Positive
3,Neutral,Negative,0.0,-0.7536,Negative
4,Positive,Positive,0.944,0.9595,Positive
4,Positive,Negative,0.7906,-0.3412,Positive
3,Positive,Positive,0.8737,0.1119,Positive
4,Positive,Negative,0.9722,-0.4218,Positive
5,Positive,Negative,0.9477,-0.5423,Positive
4,Positive,Neutral,0.4404,0.0,Positive
1,Neutral,Negative,0.0,-0.5365,Positive
3,Positive,Negative,0.6705,-0.3612,Positive
5,Neutral,Positive,0.0,0.296,Positive
5,Positive,Positive,0.872,0.2484,Positive
4,Positive,Negative,0.6249,-0.2732,Positive
5,Positive,Neutral,0.8905,0.0,Positive
3,Neutral,Negative,0.0,-0.0864,Negative
2,Neutral,Negative,0.0,-0.8483,Negative
4,Positive,Neutral,0.7906,0.0,Positive
4,Positive,Positive,0.9022,0.4364,Positive
4,Positive,Neutral,0.4404,0.0,Positive
4,Positive,Negative,0.6249,-0.5432,Positive
5,Positive,Negative,0.4927,-0.4585,Positive
3,Positive,Negative,0.2263,-0.6036,Negative
5,Positive,Positive,0.8316,0.0772,Positive
4,Positive,Neutral,0.7003,0.0,Positive
2,Positive,Negative,0.6369,-0.5859,Positive
4,Positive,Neutral,0.936,0.0,Positive
4,Positive,Negative,0.7184,-0.5096,Positive
4,Positive,Neutral,0.6808,0.0,Positive
4,Positive,Neutral,0.7506,0.0,Positive
3,Positive,Negative,0.7003,-0.7863,Negative
4,Positive,Negative,0.6369,-0.4767,Positive
2,Neutral,Negative,0.0,-0.4767,Negative
4,Positive,Negative,0.9432,-0.4767,Positive
5,Positive,Neutral,0.9535,0.0,Positive
5,Positive,Negative,0.7717,-0.296,Positive
5,Positive,Positive,0.6249,0.2484,Positive
4,Positive,Negative,0.7003,-0.2222,Positive
4,Positive,Negative,0.875,-0.7184,Positive
4,Positive,Negative,0.7003,-0.296,Positive
3,Neutral,Neutral,0.0,0.0,Neutral
1,Positive,Negative,0.5994,-0.6486,Negative
2,Positive,Negative,0.5106,-0.3412,Positive
4,Positive,Negative,0.7501,-0.0516,Positive
